,,,,,Totals,Totals,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,-additional
485,Fred VanVleet,PG,28,TOR,69,2535,92%,8%,,,,2.6,3.9,75,33,80,15,102,26,1137,23,57,vanvlfr01
486,Devin Vassell,SG,22,SAS,38,1178,6%,73%,20%,,,-12.9,-4.0,36,11,38,5,47,4,335,12,18,vassede01
487,Gabe Vincent,PG,26,MIA,68,1759,82%,19%,,,,-0.1,0.1,48,19,76,13,32,24,403,11,19,vincega01
488,Noah Vonleh,C,27,BOS,23,171,,,,20%,80%,-2.2,-9.2,2,2,15,7,1,0,20,0,4,vonleno01
489,Nikola Vučević,C,32,CHI,82,2746,,,,1%,100%,-1.0,-8.1,56,36,107,27,71,4,653,22,44,vucevni01
490,Dean Wade,PF,26,CLE,44,891,,,35%,61%,4%,7.1,1.8,10,4,44,0,13,8,96,4,7,wadede01
491,Franz Wagner,SF,21,ORL,80,2609,,16%,72%,12%,,0.6,10.2,72,53,78,23,138,44,680,31,84,wagnefr01
492,Moritz Wagner,C,25,ORL,57,1109,,,,6%,94%,-1.5,1.8,20,13,67,19,90,24,197,21,31,wagnemo01
493,Ish Wainright,SF,28,PHO,60,915,,,36%,64%,,5.4,4.8,13,0,62,5,11,8,133,2,8,wainris01
494,Jabari Walker,SF,20,POR,56,619,,6%,37%,55%,2%,-8.7,-6.0,10,8,29,8,21,4,84,5,13,walkeja01
495,Kemba Walker,PG,32,DAL,9,144,100%,,,,,-3.5,-3.9,4,0,11,0,9,3,48,2,5,walkeke02
496,Lonnie Walker IV,SG,24,LAL,56,1297,9%,52%,37%,2%,,-6.6,-10.7,18,10,45,4,51,5,150,10,21,walkelo01
497,John Wall,PG,32,LAC,34,755,79%,21%,,,,-5.2,-7.2,49,21,39,5,59,1,435,13,30,walljo01
498,T.J. Warren,PF-SF,29,TOT,42,687,,,19%,68%,14%,3.7,2.3,4,5,33,4,17,2,95,6,7,warretj01
498,T.J. Warren,PF,29,BRK,26,490,,,20%,62%,18%,0.1,-1.3,3,5,23,4,15,2,69,4,6,warretj01
498,T.J. Warren,SF,29,PHO,16,197,,,16%,83%,2%,12.6,11.3,1,0,10,0,2,0,26,2,1,warretj01
499,Duane Washington Jr.,SG,22,PHO,31,394,72%,26%,2%,,,-3.7,-6.2,22,11,13,0,10,3,147,3,16,washidu02
500,P.J. Washington,PF,24,CHO,73,2380,,,3%,95%,3%,-7.3,-3.9,55,31,121,11,86,8,407,23,62,washipj01
501,TyTy Washington Jr.,PG,21,HOU,31,433,100%,,,,,-5.3,3.3,8,4,20,1,8,4,106,2,4,washity02
502,Yuta Watanabe,SF,28,BRK,58,928,,4%,31%,58%,8%,-1.2,-3.2,10,5,57,3,24,8,117,3,9,watanyu01
503,Lindy Waters III,SG,25,OKC,41,531,1%,20%,54%,24%,,10.0,10.1,3,4,31,0,7,1,72,0,3,waterli01
504,Trendon Watford,PF,22,POR,62,1182,,,1%,44%,55%,-6.4,-4.0,25,15,60,18,51,13,311,12,14,watfotr01
505,Peyton Watson,SG,20,DEN,23,186,,29%,66%,5%,,-14.5,-18.6,4,3,8,0,10,2,23,2,4,watsope01
506,Blake Wesley,SG,19,SAS,37,669,36%,57%,7%,,,-14.5,-5.3,37,17,46,3,20,2,244,3,26,weslebl01
507,Russell Westbrook,PG,34,TOT,73,2126,74%,26%,,,,-0.1,-1.4,169,51,71,16,144,8,1252,34,79,westbru01
507,Russell Westbrook,PG,34,LAL,52,1491,67%,33%,,,,-1.4,-3.3,125,31,53,11,108,6,879,22,66,westbru01
507,Russell Westbrook,PG,34,LAC,21,635,92%,8%,,,,3.1,3.0,44,20,18,5,36,2,373,12,13,westbru01
508,Coby White,SG,22,CHI,74,1730,49%,47%,4%,,,4.0,4.3,38,18,69,3,33,24,479,12,24,whiteco01
509,Derrick White,SG,28,BOS,82,2319,21%,71%,8%,,,10.7,9.7,54,25,115,4,96,51,793,27,33,whitede01
510,Jack White,SF,25,DEN,17,66,,,50%,50%,,-6.1,-9.6,0,0,8,0,2,0,9,1,2,whiteja03
511,Joe Wieskamp,SF,23,TOR,9,50,23%,31%,46%,,,5.6,4.5,0,1,1,0,0,0,7,0,1,wieskjo01
512,Aaron Wiggins,SG,24,OKC,70,1297,4%,39%,47%,9%,,2.4,1.8,23,20,65,5,40,6,199,11,33,wiggiaa01
513,Andrew Wiggins,SF,27,GSW,37,1190,,1%,73%,26%,,5.3,5.0,23,12,59,10,38,10,219,12,21,wiggian01
514,Lindell Wigginton,PG,24,MIL,7,87,100%,,,,,-20.3,-24.4,9,2,6,1,5,4,33,1,2,wiggili01
515,Alondes Williams,SG,23,BRK,1,5,,,100%,,,-45.5,-46.8,1,0,0,0,0,0,0,0,0,willial06
516,Donovan Williams,SG,21,ATL,2,4,,,100%,,,83.3,83.0,0,0,0,0,0,0,0,0,0,willido02
517,Grant Williams,PF,24,BOS,79,2045,,,5%,86%,8%,5.3,-2.7,27,20,100,17,47,20,333,12,21,willigr01
518,Jalen Williams,SG,21,OKC,75,2276,9%,71%,20%,1%,,-0.3,-3.3,42,41,99,16,99,20,604,25,52,willija06
519,Jaylin Williams,C,20,OKC,49,914,,,,,100%,-3.8,-6.5,17,4,64,13,26,48,185,4,17,willija07
520,Jeenathan Williams,SG,23,POR,5,127,3%,88%,9%,,,-10.8,-7.4,2,0,9,1,2,0,23,1,2,willije02
521,Kenrich Williams,PF,28,OKC,53,1206,,8%,39%,43%,10%,4.7,5.1,11,10,60,7,21,35,255,5,13,willike04
522,Mark Williams,C,21,CHO,43,828,,,,,100%,-4.3,1.9,10,12,53,16,47,1,43,10,20,willima07
523,Patrick Williams,PF,21,CHI,82,2323,,,,89%,11%,-1.8,-8.3,24,29,77,20,50,11,248,10,38,willipa01
524,Robert Williams,C,25,BOS,35,824,,,1%,46%,53%,10.2,4.5,16,6,44,8,22,0,128,9,12,williro04
525,Vince Williams Jr.,SG,22,MEM,15,105,7%,91%,2%,,,-16.3,-20.5,2,1,7,1,1,1,10,0,1,willivi01
526,Ziaire Williams,SF,21,MEM,37,561,1%,13%,77%,9%,,-5.3,-10.4,16,9,35,2,12,17,80,4,5,willizi02
527,Zion Williamson,PF,22,NOP,29,956,,,,95%,5%,7.3,6.9,34,41,31,14,127,2,344,35,44,willizi01
528,Dylan Windler,SF,26,CLE,3,10,,,60%,40%,,-11.4,-17.2,1,0,0,0,0,0,2,0,0,windldy01
529,Justise Winslow,PF,26,POR,29,776,,10%,62%,28%,1%,-1.6,2.5,21,12,44,7,12,7,225,0,13,winslju01
530,James Wiseman,C,21,TOT,45,867,,,,,100%,-17.6,-13.7,13,10,69,16,43,2,72,7,22,wisemja01
530,James Wiseman,C,21,GSW,21,262,,,,,100%,-18.6,-21.9,6,1,28,6,15,2,35,4,4,wisemja01
530,James Wiseman,C,21,DET,24,605,,,,,100%,-17.1,-10.1,7,9,41,10,28,0,37,3,18,wisemja01
531,Christian Wood,C,27,DAL,67,1738,,,,13%,87%,-1.3,-2.6,33,29,94,37,131,8,290,38,40,woodch01
532,Delon Wright,PG,30,WAS,50,1221,78%,22%,,,,2.4,5.3,18,16,32,3,29,15,467,11,14,wrighde01
533,McKinley Wright IV,PG,24,DAL,27,335,99%,1%,,,,-13.5,-15.0,8,9,17,0,7,4,151,5,7,wrighmc01
534,Gabe York,SG,29,IND,3,56,75%,25%,,,,16.6,20.4,0,0,2,0,1,3,13,0,2,yorkga01
535,Thaddeus Young,PF,34,TOR,54,795,,1%,15%,55%,29%,-5.4,-8.2,31,7,49,2,14,10,168,4,9,youngth01
536,Trae Young,PG,24,ATL,73,2541,100%,,,,,0.8,1.0,233,43,48,13,220,41,1685,43,84,youngtr01
537,Omer Yurtseven,C,24,MIA,9,83,,,,,100%,6.5,6.9,1,2,11,1,3,0,4,2,1,yurtsom01
538,Cody Zeller,C,30,MIA,15,217,,,,,100%,-11.9,-12.4,6,0,19,6,14,0,26,3,3,zelleco01
539,Ivica Zubac,C,25,LAC,76,2170,,,,,100%,-0.6,-2.8,36,31,148,28,110,2,184,18,46,zubaciv01
